employee_id,name,age,department,salary,city,experience_years,project_count,performance_score,product_purchased,purchase_amount,order_status,rating,bonus,tax_percent
9109,Sneha Nair,56,Operations,43505,Kolkata,17,6,1.48,Laptop,96906,Pending,5,12920,14.31
9110,Neha Joshi,58,HR,66368,Mumbai,20,10,2.45,Phone,4131,Pending,5,13292,8.72
9111,Vikram Patel,34,Support,47761,Pune,8,9,2.27,Keyboard,53231,Cancelled,3,5918,11.04
9112,Anita Mehta,44,Operations,85870,Kolkata,1,6,4.41,Phone,85168,Pending,3,2060,10.87
9113,Vikram Jadhav,35,Finance,46019,Chennai,13,3,2.29,Laptop,56296,Pending,4,11369,10.63
9114,Arjun Nair,32,Sales,33957,Chennai,15,3,3.69,Keyboard,27525,Returned,4,6678,28.62
9115,Arjun Mehta,27,Finance,86963,Kolkata,1,14,3.29,Laptop,1839,Cancelled,4,14781,12.38
9116,Vikram Patel,29,Marketing,83236,Bangalore,17,7,3.84,Laptop,45110,Pending,2,5808,6.81
9117,Vikas Mehta,29,Finance,110106,Pune,17,5,1.86,Mouse,83029,Completed,5,17892,22.57
9118,Priya Kumar,22,Support,81580,Hyderabad,4,7,3.67,Phone,90444,Returned,3,1652,14.31
9119,Karan Mehta,53,Operations,45094,Pune,14,8,2.43,Monitor,90368,Pending,4,6512,27.33
9120,Vikram Kumar,21,IT,34600,Pune,14,8,1.12,Mouse,59713,Returned,2,847,8.6
9121,Raj Jadhav,49,Operations,87162,Chennai,2,2,4.36,Camera,31444,Completed,4,18349,10.9
9122,Neha Nair,34,Sales,93155,Chennai,19,14,2.37,Mouse,10643,Pending,4,5554,21.79
9123,Vikram Gupta,31,IT,73955,Chennai,4,5,1.04,Keyboard,21490,Cancelled,3,15761,22.81
9124,Arjun Mehta,29,Finance,57519,Delhi,5,13,2.62,Camera,45764,Cancelled,5,7866,25.25
9125,Vikas Kumar,40,Marketing,72198,Mumbai,5,12,1.96,Tablet,82712,Completed,4,1075,9.41
9126,Neha Kumar,26,Marketing,35933,Bangalore,5,13,5.0,Keyboard,14942,Completed,2,14209,14.16
9127,Vikram Gupta,57,Finance,37298,Bangalore,0,7,1.9,Monitor,99913,Cancelled,2,9901,17.43
9128,Arjun Nair,22,Marketing,43042,Pune,14,2,1.26,Laptop,51393,Cancelled,3,16656,15.23
9129,Arjun Jadhav,35,Sales,116185,Bangalore,19,8,1.93,Headphones,52033,Returned,2,13358,9.88
9130,Vikram Iyer,41,Operations,30169,Hyderabad,11,1,4.74,Keyboard,3592,Pending,3,1068,29.24
9131,Priya Nair,53,Finance,94930,Pune,20,8,1.33,Mouse,79178,Completed,1,16846,29.78
9132,Raj Kumar,23,Support,111997,Hyderabad,9,9,2.84,Mouse,5543,Completed,1,11859,17.52
9133,Rahul Mehta,34,Finance,43446,Bangalore,18,8,4.35,Mouse,38180,Pending,5,2277,9.87
9134,Pooja Gupta,35,Sales,36328,Hyderabad,15,5,3.05,Tablet,68156,Cancelled,4,12350,6.98
9135,Priya Iyer,21,Finance,46375,Delhi,5,2,2.94,Laptop,13684,Returned,1,9183,28.04
9136,Karan Iyer,28,Finance,107847,Pune,5,4,2.55,Mouse,49022,Returned,2,4867,13.73
9137,Anita Jadhav,34,Marketing,112397,Bangalore,2,5,4.61,Monitor,28985,Cancelled,4,3299,22.01
9138,Anita Iyer,35,Sales,58595,Kolkata,10,13,1.87,Headphones,66135,Cancelled,3,2108,9.83
9139,Rahul Nair,33,Support,37293,Kolkata,18,12,4.2,Mouse,13036,Pending,5,3685,21.5
9140,Amit Gupta,59,HR,64385,Chennai,5,15,1.02,Tablet,4611,Pending,2,16473,16.01
9141,Priya Jadhav,31,HR,92811,Hyderabad,8,14,4.95,Phone,41128,Completed,5,10841,25.74
9142,Karan Jadhav,46,Marketing,85678,Hyderabad,20,3,4.86,Monitor,9040,Completed,5,12305,25.94
9143,Rahul Gupta,22,Sales,69509,Kolkata,9,7,2.76,Headphones,97409,Returned,5,2903,9.26
9144,Arjun Gupta,55,Sales,31644,Bangalore,2,13,2.08,Headphones,37151,Pending,5,9744,19.24
9145,Vikas Patel,25,IT,71167,Delhi,5,10,1.01,Monitor,45533,Completed,3,19955,11.08
9146,Riya Singh,28,Operations,109838,Kolkata,11,4,1.88,Headphones,93106,Returned,5,18759,7.97
9147,Amit Nair,60,Support,118243,Delhi,16,13,3.5,Tablet,34207,Completed,1,8101,27.72
9148,Karan Nair,24,IT,38633,Mumbai,16,14,3.15,Mouse,77491,Cancelled,5,11373,26.18
9149,Rohit Joshi,37,Operations,73389,Hyderabad,13,11,3.38,Laptop,52556,Returned,3,16113,11.77
9150,Rohit Kumar,50,Support,35110,Chennai,10,7,2.41,Headphones,10784,Pending,1,13437,19.81
9151,Raj Singh,27,Sales,77659,Bangalore,11,6,1.84,Phone,55698,Completed,4,19129,8.18
9152,Sneha Joshi,30,Marketing,68000,Bangalore,7,8,2.12,Mouse,97099,Pending,2,3025,10.0
9153,Karan Kumar,53,Sales,84905,Bangalore,13,8,3.02,Monitor,83878,Cancelled,5,2054,8.29
9154,Anita Mehta,49,HR,91538,Chennai,10,0,1.08,Tablet,17822,Pending,1,4871,16.79
9155,Priya Iyer,23,Operations,81063,Bangalore,20,6,4.39,Phone,39743,Pending,4,13360,20.19
9156,Vikas Patel,35,Operations,118186,Pune,12,13,1.87,Phone,72998,Pending,2,9597,28.53
9157,Amit Patel,30,Finance,66111,Bangalore,15,1,1.99,Monitor,23846,Cancelled,3,10247,19.72
9158,Riya Nair,40,IT,101526,Pune,17,2,2.23,Camera,97923,Completed,4,14758,8.93
9159,Karan Singh,57,HR,71682,Kolkata,20,13,1.72,Camera,46202,Returned,4,3829,10.4
9160,Karan Sharma,50,Operations,64756,Mumbai,10,12,3.73,Phone,27060,Cancelled,3,2790,18.42
9161,Sneha Joshi,36,Sales,50146,Mumbai,18,1,4.09,Monitor,20500,Completed,1,378,21.01
9162,Priya Patel,47,IT,119129,Mumbai,3,4,2.46,Camera,79420,Cancelled,5,12755,20.63
9163,Vikas Kumar,30,HR,38508,Kolkata,0,12,1.82,Phone,28105,Completed,1,276,28.77
9164,Anita Sharma,35,Operations,112569,Chennai,3,2,4.79,Tablet,63134,Cancelled,2,8746,11.8
9165,Neha Jadhav,50,IT,105744,Mumbai,12,2,2.59,Keyboard,46642,Completed,4,15007,5.38
9166,Anita Patel,34,IT,78029,Kolkata,10,7,2.54,Laptop,61498,Returned,5,18464,6.98
9167,Vikas Iyer,44,Operations,33653,Pune,2,12,1.67,Mouse,49051,Returned,2,18892,14.28
9168,Arjun Joshi,24,Sales,82033,Pune,2,15,3.9,Headphones,20901,Completed,1,7029,21.64
9169,Sneha Nair,22,Support,76772,Bangalore,20,10,3.94,Headphones,32019,Returned,1,17288,27.44
9170,Rahul Jadhav,31,Operations,105207,Pune,13,6,3.23,Keyboard,71270,Completed,5,17155,23.39
9171,Anita Joshi,36,IT,100303,Hyderabad,10,14,3.75,Monitor,84858,Pending,3,19027,10.93
9172,Neha Mehta,21,Operations,44569,Chennai,19,11,2.55,Mouse,31921,Pending,2,11962,9.0
9173,Sneha Joshi,50,Finance,56660,Kolkata,7,15,3.96,Monitor,89219,Cancelled,2,11844,17.97
9174,Amit Jadhav,53,Operations,48925,Kolkata,4,2,3.08,Tablet,39458,Pending,3,11217,9.21
9175,Rahul Iyer,47,Sales,91484,Kolkata,3,1,3.43,Phone,92004,Completed,5,6477,6.99
9176,Amit Mehta,60,Support,113447,Pune,14,7,1.59,Mouse,68594,Cancelled,3,1111,16.35
9177,Karan Patel,46,Finance,59058,Kolkata,15,12,1.78,Laptop,24015,Completed,4,7374,27.3
9178,Karan Sharma,40,Operations,50913,Hyderabad,10,13,2.92,Mouse,29017,Completed,1,15860,24.37
9179,Arjun Iyer,27,Finance,82733,Hyderabad,0,6,4.14,Mouse,38115,Returned,2,18898,5.4
9180,Rohit Sharma,40,Sales,86421,Pune,2,15,3.53,Camera,65062,Returned,5,16174,24.21
9181,Rahul Kumar,26,Sales,68107,Delhi,20,9,4.51,Headphones,5870,Returned,5,1,21.17
9182,Anita Iyer,40,Support,109837,Chennai,18,9,1.67,Phone,45662,Cancelled,3,4669,6.84
9183,Arjun Joshi,28,HR,100373,Kolkata,4,10,1.71,Headphones,34913,Cancelled,2,16166,9.28
9184,Riya Kumar,57,IT,113056,Mumbai,13,6,1.97,Mouse,43045,Completed,3,12772,19.81
9185,Arjun Kumar,44,IT,82197,Chennai,1,9,2.07,Headphones,16854,Pending,5,11888,24.89
9186,Neha Nair,50,Operations,43145,Pune,20,12,4.64,Phone,94053,Pending,5,10645,17.97
9187,Vikram Sharma,54,Operations,77939,Pune,7,11,2.62,Headphones,23217,Returned,2,18578,24.95
9188,Vikram Sharma,29,Finance,35014,Delhi,18,2,3.34,Monitor,9296,Cancelled,5,10928,6.59
9189,Sneha Singh,48,HR,98625,Delhi,19,7,2.44,Laptop,70198,Cancelled,3,11702,13.71
9190,Karan Gupta,25,Finance,80309,Hyderabad,16,7,1.88,Tablet,8623,Completed,2,7007,23.38
9191,Riya Sharma,57,Marketing,60095,Mumbai,10,2,1.03,Tablet,57280,Returned,2,8368,15.01
9192,Rohit Mehta,46,Operations,77923,Chennai,16,7,4.5,Monitor,73449,Completed,1,8439,16.55
9193,Priya Sharma,21,IT,84482,Bangalore,4,10,1.08,Headphones,15059,Completed,1,1888,27.92
9194,Amit Gupta,31,Marketing,110239,Bangalore,6,12,4.28,Monitor,99677,Completed,3,7817,15.03
9195,Amit Nair,45,Finance,39675,Bangalore,4,3,2.2,Camera,60662,Completed,4,6355,23.9
9196,Pooja Kumar,30,Support,97626,Bangalore,19,3,1.03,Keyboard,78676,Pending,4,4702,6.24
9197,Arjun Gupta,31,Marketing,112632,Mumbai,2,10,3.71,Phone,83602,Completed,4,11170,9.68
9198,Karan Sharma,24,Support,31467,Pune,20,7,4.46,Laptop,90617,Returned,1,15667,5.76
9199,Arjun Nair,48,HR,60213,Pune,4,10,4.3,Camera,44243,Pending,5,8001,15.57
9200,Priya Nair,43,Marketing,106864,Mumbai,20,1,4.81,Phone,37458,Completed,2,12081,15.52
9201,Pooja Joshi,30,HR,70626,Kolkata,12,15,2.74,Headphones,30834,Cancelled,3,13568,15.41
9202,Raj Iyer,43,Operations,42567,Hyderabad,1,15,4.11,Headphones,10978,Pending,1,4405,17.35
9203,Rahul Joshi,35,IT,92004,Bangalore,18,0,4.3,Headphones,19585,Completed,1,9857,14.8
9204,Priya Singh,31,IT,107629,Bangalore,0,9,1.21,Keyboard,23582,Completed,4,15182,28.28
9205,Sneha Kumar,32,HR,108096,Pune,7,6,2.89,Tablet,52880,Completed,5,1430,12.31
9206,Rohit Nair,40,Sales,58208,Kolkata,12,5,3.61,Camera,99418,Pending,4,7692,12.12
9207,Sneha Singh,25,Support,35083,Kolkata,7,0,1.9,Mouse,65358,Cancelled,3,4999,29.47
9208,Vikas Sharma,41,HR,107662,Pune,0,5,4.16,Monitor,3181,Cancelled,4,1808,20.15
9209,Priya Patel,30,Marketing,51251,Pune,4,4,1.91,Mouse,47905,Pending,3,2767,27.18
9210,Raj Iyer,42,Support,48311,Pune,6,14,2.17,Headphones,46252,Completed,1,8530,12.11
9211,Priya Kumar,24,Operations,99947,Bangalore,5,11,1.24,Camera,96151,Cancelled,2,10400,12.81
9212,Anita Patel,43,IT,77641,Chennai,4,10,3.31,Headphones,93700,Completed,3,12046,17.96
9213,Sneha Singh,40,Marketing,38829,Kolkata,8,5,2.52,Tablet,71932,Cancelled,1,11387,17.71
9214,Rohit Singh,49,Operations,83822,Kolkata,14,11,2.11,Keyboard,62106,Cancelled,5,8689,17.7
9215,Raj Mehta,28,IT,84262,Pune,4,5,2.92,Monitor,82376,Cancelled,2,10218,13.45
9216,Neha Sharma,52,Support,82081,Chennai,6,15,3.83,Headphones,2756,Returned,5,16064,24.7
9217,Vikas Kumar,43,Marketing,104362,Hyderabad,3,15,2.06,Tablet,54859,Pending,2,16961,19.74
9218,Rahul Gupta,25,Support,97336,Hyderabad,5,3,1.55,Laptop,93124,Completed,2,18511,25.09
9219,Karan Gupta,28,HR,90033,Pune,10,9,2.08,Headphones,93663,Returned,1,13765,17.97
9220,Anita Patel,55,Operations,96451,Kolkata,9,10,2.21,Tablet,34132,Pending,4,14263,22.75
9221,Vikram Patel,50,Operations,109679,Mumbai,9,12,3.18,Headphones,90055,Cancelled,3,5419,11.21
9222,Riya Mehta,49,Finance,90599,Kolkata,7,2,4.04,Headphones,56317,Pending,1,13359,28.35
9223,Riya Joshi,50,IT,86117,Mumbai,16,6,2.34,Keyboard,76775,Returned,3,15868,22.71
9224,Sneha Mehta,53,Finance,38958,Chennai,8,4,4.61,Monitor,92353,Cancelled,4,4289,13.95
9225,Amit Kumar,27,Marketing,49974,Mumbai,8,12,4.26,Mouse,78757,Pending,1,3188,23.44
9226,Pooja Joshi,27,Support,59789,Chennai,1,7,3.48,Laptop,83283,Cancelled,5,10156,22.42
9227,Rohit Mehta,22,Support,114536,Mumbai,12,1,3.78,Headphones,61195,Completed,1,6204,11.99
9228,Karan Nair,60,Operations,85709,Bangalore,8,11,3.27,Keyboard,99067,Returned,4,12750,26.94
9229,Rahul Iyer,22,Support,102457,Mumbai,11,6,2.41,Mouse,18925,Completed,4,19333,9.74
9230,Anita Nair,21,IT,80417,Kolkata,19,3,3.38,Keyboard,1242,Cancelled,3,19840,12.76
9231,Riya Gupta,55,HR,30114,Mumbai,6,8,4.8,Headphones,65160,Pending,5,18779,8.58
9232,Priya Sharma,33,Sales,69074,Delhi,19,0,1.43,Headphones,22338,Cancelled,1,8913,15.98
9233,Sneha Sharma,21,Sales,106087,Delhi,14,4,1.36,Tablet,6269,Returned,3,5729,16.8
9234,Priya Joshi,22,Support,117327,Pune,17,11,2.04,Tablet,89697,Cancelled,3,15490,28.27
9235,Anita Iyer,41,Sales,48761,Mumbai,12,5,1.52,Laptop,49293,Cancelled,1,3387,25.11
9236,Rohit Joshi,24,Finance,33236,Bangalore,17,11,2.15,Camera,16617,Cancelled,1,16529,29.91
9237,Karan Nair,45,Operations,108333,Kolkata,12,11,4.34,Tablet,47278,Cancelled,1,11815,7.31
9238,Neha Iyer,52,Finance,50062,Mumbai,11,1,2.69,Camera,12782,Returned,2,19471,14.36
9239,Vikram Nair,25,Sales,64909,Hyderabad,11,11,2.81,Laptop,29924,Cancelled,3,3492,20.15
9240,Amit Gupta,58,Support,39308,Delhi,11,0,2.69,Keyboard,87170,Pending,1,15662,6.1
9241,Amit Sharma,26,Marketing,57355,Bangalore,9,4,3.21,Phone,95032,Pending,2,787,19.17
9242,Sneha Kumar,60,Sales,55672,Chennai,4,11,3.23,Keyboard,40772,Completed,2,8901,18.14
9243,Raj Gupta,39,Finance,60425,Mumbai,10,1,4.23,Monitor,64498,Completed,2,15876,13.51
9244,Raj Nair,52,Sales,54035,Mumbai,9,0,1.1,Headphones,76038,Completed,4,11095,14.44
9245,Vikram Singh,22,Finance,57559,Mumbai,11,0,3.08,Monitor,95666,Returned,2,12337,5.67
9246,Raj Singh,37,HR,83668,Bangalore,9,2,1.38,Monitor,21563,Cancelled,3,14016,26.47
9247,Anita Joshi,42,Support,114645,Hyderabad,18,12,2.44,Headphones,25690,Returned,2,8888,22.92
9248,Vikram Gupta,21,IT,47739,Bangalore,5,3,4.7,Mouse,44466,Pending,5,3005,8.8
9249,Rohit Jadhav,56,Operations,34028,Chennai,3,3,4.07,Tablet,2443,Completed,3,16961,24.66
9250,Sneha Gupta,47,HR,54498,Hyderabad,9,12,4.08,Keyboard,73953,Cancelled,5,8986,19.1
9251,Rohit Mehta,50,Support,58485,Pune,10,1,4.23,Monitor,19849,Returned,5,18970,11.14
9252,Karan Nair,55,Marketing,111508,Mumbai,0,11,1.87,Keyboard,87450,Completed,3,11262,10.45
9253,Priya Gupta,39,HR,83633,Pune,7,11,1.84,Keyboard,72616,Cancelled,2,11750,17.55
9254,Rahul Gupta,36,Operations,81752,Chennai,19,2,4.26,Monitor,66806,Cancelled,4,11427,5.61
9255,Arjun Joshi,24,IT,100583,Chennai,13,4,2.65,Headphones,2743,Completed,2,940,28.91
9256,Arjun Sharma,44,Finance,108265,Hyderabad,9,15,3.06,Keyboard,81468,Completed,4,17744,5.58
9257,Vikas Joshi,52,HR,42834,Delhi,14,3,1.78,Monitor,76244,Returned,2,14159,14.28
9258,Vikram Nair,24,Marketing,105838,Pune,8,7,2.19,Camera,82458,Cancelled,5,18320,28.19
9259,Vikas Patel,54,Finance,74624,Chennai,5,13,2.74,Headphones,38995,Cancelled,1,17053,7.0
9260,Riya Kumar,47,HR,50845,Pune,1,6,1.41,Headphones,58411,Returned,1,4513,29.49
9261,Vikram Kumar,52,Support,70374,Chennai,8,14,1.39,Mouse,94029,Returned,2,7548,13.23
9262,Vikram Jadhav,35,IT,60423,Delhi,5,1,2.32,Camera,9914,Returned,5,1972,22.75
9263,Arjun Jadhav,26,Support,54429,Mumbai,5,12,3.52,Laptop,72333,Returned,3,17222,25.17
9264,Sneha Nair,41,Operations,74861,Hyderabad,20,15,4.39,Phone,46920,Cancelled,4,12071,16.97
9265,Neha Gupta,30,HR,114673,Mumbai,0,0,1.1,Tablet,54752,Cancelled,5,5582,7.51
9266,Sneha Nair,48,IT,112464,Delhi,16,9,3.69,Camera,21510,Returned,2,19253,15.76
9267,Rahul Patel,34,IT,58541,Kolkata,6,11,3.73,Keyboard,97420,Cancelled,3,2838,14.41
9268,Pooja Sharma,43,IT,74511,Bangalore,12,9,1.54,Tablet,5056,Returned,4,3937,7.37
9269,Sneha Gupta,54,Marketing,89189,Delhi,7,6,4.78,Camera,88569,Cancelled,3,19725,28.2
9270,Pooja Iyer,51,Finance,55942,Hyderabad,10,14,1.72,Camera,14889,Pending,2,7576,22.8
9271,Pooja Jadhav,42,IT,82219,Delhi,11,10,2.71,Laptop,63298,Cancelled,4,5303,28.54
9272,Vikram Nair,60,Support,62966,Kolkata,4,5,2.7,Laptop,84349,Cancelled,1,15358,5.97
9273,Vikas Mehta,37,Operations,42706,Mumbai,8,14,3.91,Laptop,95440,Returned,5,2530,20.45
9274,Rahul Joshi,27,Marketing,110572,Kolkata,14,9,2.57,Phone,86444,Pending,1,18211,25.09
9275,Pooja Patel,57,Sales,65911,Delhi,0,1,3.07,Mouse,63993,Completed,5,1152,8.49
9276,Vikram Mehta,43,HR,107377,Chennai,17,6,1.63,Laptop,77698,Cancelled,3,15390,15.67
9277,Vikas Mehta,40,Marketing,32953,Kolkata,7,2,3.48,Camera,24547,Pending,2,16739,7.27
9278,Rahul Gupta,49,Support,55298,Hyderabad,7,15,2.25,Camera,96744,Cancelled,1,17796,12.06
9279,Priya Gupta,25,IT,90770,Pune,19,14,3.81,Camera,43974,Cancelled,3,13616,20.29
9280,Karan Gupta,53,IT,58755,Chennai,8,7,1.41,Mouse,89563,Pending,4,3496,8.26
9281,Karan Jadhav,35,Finance,97366,Hyderabad,13,4,1.82,Mouse,49952,Cancelled,2,16457,17.99
9282,Priya Patel,21,Operations,79679,Kolkata,11,13,3.9,Laptop,72019,Completed,1,15786,10.25
9283,Rahul Singh,50,HR,69939,Pune,10,7,2.95,Mouse,47685,Returned,4,9891,29.27
9284,Amit Iyer,43,IT,112197,Delhi,7,0,2.42,Keyboard,26513,Cancelled,3,3024,29.62
9285,Vikram Nair,40,Finance,97249,Pune,6,15,3.84,Tablet,33136,Completed,3,9167,22.49
9286,Anita Joshi,56,Support,66259,Chennai,3,0,1.02,Keyboard,62619,Pending,1,16549,18.61
9287,Arjun Sharma,22,Marketing,88584,Chennai,16,13,1.57,Monitor,70013,Returned,2,4916,8.16
9288,Amit Gupta,57,HR,59758,Hyderabad,0,15,1.49,Phone,62103,Cancelled,2,16516,23.58
9289,Neha Joshi,48,HR,76964,Mumbai,20,10,2.45,Headphones,51890,Completed,5,16001,27.57
9290,Pooja Patel,51,IT,33210,Chennai,20,0,2.82,Tablet,62755,Pending,4,19578,9.56
9291,Rahul Gupta,51,Finance,106255,Delhi,16,8,4.55,Monitor,34522,Pending,2,16049,19.04
9292,Amit Sharma,51,HR,41310,Bangalore,0,7,3.8,Tablet,9130,Cancelled,3,10627,13.23
9293,Raj Joshi,24,Finance,53400,Chennai,7,12,3.11,Mouse,47340,Cancelled,3,6448,13.69
9294,Sneha Mehta,30,Sales,118763,Pune,9,7,1.75,Monitor,75051,Pending,2,19166,16.53
9295,Rahul Singh,58,Operations,73653,Bangalore,6,8,4.87,Camera,28849,Completed,4,915,17.85
9296,Vikas Iyer,43,Marketing,81459,Delhi,10,15,1.22,Camera,72757,Returned,1,14376,12.64
9297,Raj Jadhav,54,Operations,117967,Bangalore,14,8,3.45,Keyboard,70428,Cancelled,5,14376,9.12
9298,Riya Mehta,56,Operations,68564,Bangalore,0,2,2.02,Laptop,96629,Returned,2,6052,6.93
9299,Pooja Nair,39,Support,99793,Kolkata,13,6,2.5,Phone,22075,Pending,5,11445,18.69
9300,Raj Kumar,27,Operations,67006,Hyderabad,1,3,1.02,Tablet,45123,Cancelled,2,14481,12.46
9301,Vikram Kumar,29,Marketing,91280,Kolkata,3,11,3.24,Headphones,77113,Cancelled,2,1000,13.03
9302,Amit Iyer,21,Finance,97903,Delhi,6,9,4.57,Mouse,1460,Completed,5,14237,27.95
9303,Anita Kumar,50,Support,40024,Chennai,11,13,3.57,Headphones,85426,Pending,4,8199,7.1
9304,Rahul Jadhav,60,Finance,80488,Mumbai,7,9,5.0,Tablet,17579,Cancelled,4,6327,17.48
9305,Neha Joshi,41,IT,103987,Delhi,9,11,1.15,Headphones,49560,Cancelled,4,15003,10.25
9306,Vikas Nair,31,Marketing,86195,Mumbai,2,13,2.83,Phone,9041,Returned,1,4051,19.49
9307,Pooja Mehta,29,Marketing,46354,Chennai,7,8,1.33,Mouse,19534,Pending,2,19861,21.73
9308,Vikram Mehta,29,Support,90631,Chennai,0,7,4.7,Monitor,32024,Returned,4,1571,7.06
9309,Sneha Iyer,43,IT,118727,Hyderabad,13,3,4.46,Tablet,41659,Cancelled,3,11651,16.78
9310,Raj Gupta,60,Sales,85402,Hyderabad,6,8,3.76,Mouse,90420,Cancelled,2,18621,27.61
9311,Anita Kumar,53,IT,33117,Kolkata,3,10,2.11,Monitor,47760,Cancelled,2,197,14.39
9312,Sneha Sharma,42,Marketing,45978,Chennai,3,13,2.54,Tablet,20701,Completed,4,18202,11.75
9313,Arjun Joshi,31,Marketing,42479,Mumbai,8,12,3.85,Tablet,81925,Returned,3,3039,15.79
9314,Rahul Singh,26,Sales,63619,Bangalore,14,9,3.42,Monitor,10104,Completed,4,18785,5.43
9315,Priya Patel,32,Sales,72620,Bangalore,12,11,4.07,Headphones,59383,Completed,2,5234,7.23
9316,Priya Gupta,32,Marketing,79439,Hyderabad,9,0,4.93,Mouse,69472,Completed,2,10760,27.35
9317,Rohit Gupta,48,Finance,63250,Hyderabad,3,0,1.52,Keyboard,59232,Pending,2,2185,6.2
9318,Rahul Nair,41,Marketing,100664,Kolkata,7,7,4.12,Monitor,82983,Completed,3,12282,21.53
9319,Amit Iyer,50,Sales,100997,Chennai,1,4,1.41,Monitor,62295,Returned,2,8599,28.58
9320,Rahul Sharma,59,HR,82959,Pune,5,9,2.07,Laptop,62693,Completed,3,16930,25.23
9321,Neha Iyer,25,Finance,61999,Bangalore,3,10,1.05,Monitor,77082,Completed,5,8594,26.89
9322,Riya Kumar,45,Support,43639,Kolkata,6,2,1.91,Monitor,74233,Pending,3,14227,20.62
9323,Raj Jadhav,25,Marketing,115556,Kolkata,11,1,3.3,Camera,99193,Pending,4,6943,25.1
9324,Neha Kumar,37,HR,103483,Hyderabad,9,7,1.13,Mouse,12960,Pending,4,4153,5.95
9325,Arjun Singh,53,Marketing,32675,Bangalore,18,7,2.29,Headphones,16335,Returned,5,1697,11.49
9326,Neha Kumar,39,Sales,109018,Mumbai,9,9,3.47,Keyboard,51677,Pending,5,1204,26.34
9327,Anita Jadhav,48,IT,85447,Delhi,20,14,3.07,Camera,30561,Completed,4,18660,8.69
9328,Rahul Singh,57,Sales,67316,Kolkata,19,1,2.67,Keyboard,85811,Completed,5,18026,13.38
9329,Riya Patel,41,HR,31474,Pune,2,12,2.61,Laptop,48840,Cancelled,2,2372,27.93
9330,Anita Iyer,46,Sales,47828,Pune,15,0,4.41,Mouse,58066,Returned,4,2170,24.15
9331,Karan Singh,28,Support,115505,Hyderabad,20,14,1.36,Mouse,28988,Pending,1,15889,5.22
9332,Amit Kumar,27,Sales,43245,Hyderabad,0,10,3.8,Laptop,5678,Completed,4,17392,10.18
9333,Rahul Kumar,50,Sales,85596,Kolkata,5,3,3.32,Keyboard,44749,Returned,3,10062,15.54
9334,Priya Singh,40,IT,81407,Kolkata,2,11,4.45,Laptop,29584,Completed,3,2282,9.64
9335,Karan Jadhav,48,Finance,64987,Hyderabad,1,7,1.86,Mouse,15593,Cancelled,1,2903,22.18
9336,Amit Kumar,27,Operations,47217,Hyderabad,20,5,1.98,Monitor,43951,Returned,1,1612,8.11
9337,Raj Gupta,23,Sales,104734,Pune,20,7,2.05,Keyboard,77238,Returned,1,17098,13.45
9338,Karan Jadhav,28,IT,68607,Delhi,11,6,1.85,Phone,7467,Pending,3,1374,23.23
9339,Rahul Nair,27,HR,45335,Bangalore,14,4,1.91,Mouse,46850,Completed,2,8167,28.63
9340,Sneha Singh,55,Finance,107478,Bangalore,10,2,1.86,Camera,55106,Completed,1,2340,5.73
9341,Vikas Mehta,44,Operations,59032,Mumbai,15,10,2.4,Mouse,98883,Completed,2,2091,14.32
9342,Raj Singh,52,Marketing,119560,Chennai,1,5,4.46,Laptop,81678,Cancelled,3,442,11.55
9343,Priya Kumar,39,Marketing,31727,Delhi,20,0,3.42,Camera,66375,Cancelled,1,9113,16.84
9344,Arjun Joshi,23,Support,65867,Bangalore,1,9,2.35,Camera,94828,Pending,2,1940,23.49
9345,Riya Singh,50,Operations,36198,Mumbai,10,9,3.62,Phone,63901,Cancelled,5,679,17.09
9346,Vikas Jadhav,39,Sales,71577,Mumbai,16,12,4.94,Mouse,71844,Pending,2,4118,17.6
9347,Raj Sharma,27,Operations,41085,Delhi,10,4,1.27,Headphones,15699,Pending,1,1843,8.52
9348,Raj Mehta,38,Operations,99067,Delhi,18,4,4.31,Laptop,41189,Cancelled,2,9388,18.36
9349,Priya Jadhav,31,IT,80956,Chennai,2,11,3.57,Headphones,55443,Pending,5,15598,22.15
9350,Vikram Jadhav,51,Support,75378,Hyderabad,12,9,2.92,Tablet,75153,Returned,3,19808,28.17
9351,Karan Iyer,24,Finance,100802,Pune,18,10,1.22,Phone,39701,Returned,5,15333,17.03
9352,Rahul Iyer,23,Operations,82997,Hyderabad,15,15,4.26,Tablet,75479,Returned,2,1989,23.51
9353,Karan Sharma,58,Marketing,30210,Pune,14,10,4.45,Keyboard,73095,Cancelled,2,18635,10.56
9354,Vikas Nair,48,Sales,30056,Kolkata,0,8,3.75,Mouse,92681,Completed,3,8283,12.98
9355,Neha Nair,31,Support,81154,Delhi,3,11,4.94,Phone,69003,Pending,5,8424,8.62
9356,Priya Mehta,39,HR,113963,Bangalore,14,4,3.54,Laptop,60828,Cancelled,2,13174,18.06
9357,Karan Kumar,21,Marketing,108068,Bangalore,4,10,4.16,Monitor,24733,Cancelled,5,11635,17.63
9358,Vikram Gupta,39,HR,79656,Mumbai,3,13,3.06,Mouse,99582,Pending,2,8515,10.24
9359,Karan Singh,35,IT,94842,Bangalore,7,11,3.8,Phone,13389,Completed,3,2050,19.04
9360,Raj Sharma,41,Sales,36113,Chennai,10,12,2.57,Mouse,68574,Cancelled,1,16172,16.47
9361,Vikas Mehta,39,Finance,64785,Bangalore,12,15,1.64,Phone,78255,Pending,4,2616,7.59
